"uuid","category","group","Name","Fraktion","Fraktion.1","Wahlkreis","Kommentar","Bild","Wikipedia.URL","Geschlecht","Twitter_screen_name","Twitter_id","last_modified_time","last_modified_user","modified_at","modified_by","tags"
"588166e3-89e1-4040-9d01-6f97255991e2","Parlamentarier","EU-Parlament","Petra Kammerevert","SPD","<U+FEFF>S&D","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Petra_Kammerevert_2014.jpg","https://de.wikipedia.org/wiki/Petra_Kammerevert","weiblich","",NA,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"b8a0ba3c-f859-4328-8a4c-82c153b483b1","Parlamentarier","EU-Parlament","Ska Keller","GRÜNE","<U+FEFF>G–EFA","Bundesgebiet","Fraktionsvorsitzende","https://de.wikipedia.org/wiki/Datei:Ska_Keller_(10851856583).jpg","https://de.wikipedia.org/wiki/Ska_Keller","weiblich","SkaKeller",16600393,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"4f9bf8b7-4a6d-41b1-be31-15fb015184a4","Parlamentarier","EU-Parlament","Moritz Körner","FDP","<U+FEFF>RE","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:MoritzKoernerMEP.jpg","https://de.wikipedia.org/wiki/Moritz_K%C3%B6rner","männlich","moritzkoerner",21794101,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"247df2cc-3047-42d2-a6d9-00b70b485682","Parlamentarier","EU-Parlament","Dietmar Köster","SPD","<U+FEFF>S&D","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Silver_-_replace_this_image_male.svg","https://de.wikipedia.org/wiki/Dietmar_K%C3%B6ster","männlich","",NA,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"2dec8316-0dfe-4fad-9a08-8a04b64c9f7d","Parlamentarier","EU-Parlament","Maximilian Krah","AfD","<U+FEFF>ID","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Maximilian_Krah.jpg","https://de.wikipedia.org/wiki/Maximilian_Krah","männlich","KrahMax",1162901370,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"32d7067c-37c8-4bf4-8a9e-7b865e2ce821","Parlamentarier","EU-Parlament","Constanze Krehl","SPD","<U+FEFF>S&D","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Constanze_Krehl-Foto_Susie-Knoll.jpg","https://de.wikipedia.org/wiki/Constanze_Krehl","weiblich","ConstanzeKrehl",2373681362,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"57192ea2-22df-4be2-8345-00bbfd29f174","Parlamentarier","EU-Parlament","Joachim Kuhs","AfD","<U+FEFF>ID","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Silver_-_replace_this_image_male.svg","https://de.wikipedia.org/wiki/Joachim_Kuhs","männlich","Joachim_Kuhs",968551492390129664,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"877cd6cf-4ad3-416b-a916-48428e4b850c","Parlamentarier","EU-Parlament","Sergey Lagodinsky","GRÜNE","<U+FEFF>G–EFA","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Sergey_Lagodinsky.jpg","https://de.wikipedia.org/wiki/Sergey_Lagodinsky","männlich","SLagodinsky",436470131,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"d64bae2c-cc30-4a76-bea9-4f233fa8cdb4","Parlamentarier","EU-Parlament","Bernd Lange","SPD","<U+FEFF>S&D","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Lange,_Bernd-9242.jpg","https://de.wikipedia.org/wiki/Bernd_Lange_(Politiker,_1955)","männlich","berndlange",17576181,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"640bd99d-e4b0-46f8-b788-c113fd4a3c76","Parlamentarier","EU-Parlament","Katrin Langensiepen","GRÜNE","<U+FEFF>G–EFA","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Katrin_Langensiepen,_Sozialpolitische_Sprecherin_der_Fraktion_B%C3%BCndnis_90_Die_Gr%C3%BCnen_im_Rat_der_Landeshauptstadt_Hannover.jpg","https://de.wikipedia.org/wiki/Katrin_Langensiepen","weiblich","k_langensiepen",950392790,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"4fbc7ada-aa06-4de8-8ad3-0d92037c8cbb","Parlamentarier","EU-Parlament","Peter Liese","CDU","<U+FEFF>EPP","Nordrhein-Westfalen","","https://de.wikipedia.org/wiki/Datei:Peter_Liese_2018.jpg","https://de.wikipedia.org/wiki/Peter_Liese","männlich","peterliese",42590805,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"4d198674-06da-44fb-afde-820e3579880c","Parlamentarier","EU-Parlament","Sylvia Limmer","AfD","<U+FEFF>ID","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Silver_-_replace_this_image_female.svg","https://de.wikipedia.org/wiki/Sylvia_Limmer","weiblich","",NA,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"45b07e10-8e2a-465a-8289-1d0cbe4ddbe4","Parlamentarier","EU-Parlament","Norbert Lins","CDU","<U+FEFF>EPP","Baden-Württemberg","","https://de.wikipedia.org/wiki/Datei:Norbert_Lins_EP_1.jpg","https://de.wikipedia.org/wiki/Norbert_Lins","männlich","",NA,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"9b75b908-28aa-4ec5-afd8-7e784c6dfff5","Parlamentarier","EU-Parlament","Erik Marquardt","GRÜNE","<U+FEFF>G–EFA","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Erik_Marquardt_(48836561562)_(cropped).jpg","https://de.wikipedia.org/wiki/Erik_Marquardt","männlich","ErikMarquardt",149441850,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"73794869-2a92-4631-bc2b-c015f2a281f8","Parlamentarier","EU-Parlament","David McAllister","CDU","<U+FEFF>EPP","Niedersachsen","","https://de.wikipedia.org/wiki/Datei:2016-12-06_David_McAllister_CDU_Parteitag_by_Olaf_Kosinsky-14.jpg","https://de.wikipedia.org/wiki/David_McAllister",NA,NA,NA,NA,NA,2021-02-23 20:47:00,"admin",""
"51c380a9-1fe5-4f9a-b740-c3de431d7f04","Parlamentarier","EU-Parlament","Jörg Meuthen","AfD","<U+FEFF>ID","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:2017-04-23_AfD_Bundesparteitag_in_K%C3%B6ln_-17_(cropped).jpg","https://de.wikipedia.org/wiki/J%C3%B6rg_Meuthen","männlich","Joerg_Meuthen",710201540116652032,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"df931b8c-c116-4eaf-9085-43db329d25e3","Parlamentarier","EU-Parlament","Martina Michels","LINKE","<U+FEFF>GUE-NGL","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Michels_Martina_2014-02-04_2.jpg","https://de.wikipedia.org/wiki/Martina_Michels","weiblich","martina_michels",3292756634,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"5d5bc593-9e9c-4141-b48f-84d631838e89","Parlamentarier","EU-Parlament","Marlene Mortler","CSU","<U+FEFF>EPP","Bayern","","https://de.wikipedia.org/wiki/Datei:Marlene_Mortler_2012.jpg","https://de.wikipedia.org/wiki/Marlene_Mortler",NA,NA,NA,NA,NA,2021-02-23 20:47:00,"admin",""
"04dcc228-4cb4-41ab-a146-40067b2118db","Parlamentarier","EU-Parlament","Ulrike Müller","FW","<U+FEFF>RE","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Ulrike_M%C3%BCller_2012_-_RalfR.jpg","https://de.wikipedia.org/wiki/Ulrike_M%C3%BCller_(Politikerin)","weiblich","UliMuellerMdEP",612717643,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"0fafa7c9-e985-4d73-aef2-0af1c091ad96","Parlamentarier","EU-Parlament","Hannah Neumann","GRÜNE","<U+FEFF>G–EFA","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:2019-04-13_Hannah_Neumann_by_Olaf_Kosinsky-0535.jpg","https://de.wikipedia.org/wiki/Hannah_Neumann","weiblich","HNeumannMEP",828566340365643776,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"3207a612-ee0c-4c64-b63a-4757a71f0ec0","Parlamentarier","EU-Parlament","Norbert Neuser","SPD","<U+FEFF>S&D","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Neuser,_Norbert-0022.jpg","https://de.wikipedia.org/wiki/Norbert_Neuser","männlich","",NA,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"61486eee-9c62-4312-aae3-d170fb629176","Parlamentarier","EU-Parlament","Angelika Niebler","CSU","<U+FEFF>EPP","Bayern","","https://de.wikipedia.org/wiki/Datei:Niebler,_Angelika-1257.jpg","https://de.wikipedia.org/wiki/Angelika_Niebler","weiblich","ANiebler",886420428,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"cb6b320f-c97f-4968-8ea1-a7b6d34c11ae","Parlamentarier","EU-Parlament","Niklas Nienaß","GRÜNE","<U+FEFF>G–EFA","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Silver_-_replace_this_image_male.svg","https://de.wikipedia.org/wiki/Niklas_Niena%C3%9F","männlich","nnienass",147947516,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"b365a52c-2a61-452a-8747-ac157884c974","Parlamentarier","EU-Parlament","Maria Noichl","SPD","<U+FEFF>S&D","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:2018-12-09_Maria_Noichl_SPD_Europadelegiertenkonferenz_2717.jpg","https://de.wikipedia.org/wiki/Maria_Noichl","weiblich","MariaNoichl",1070701588598218752,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"772fda79-0cf5-4302-b958-c2aa158ce211","Parlamentarier","EU-Parlament","Jan-Christoph Oetjen","FDP","<U+FEFF>RE","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Oetjen,_Jan-Christoph.jpg","https://de.wikipedia.org/wiki/Jan-Christoph_Oetjen","männlich","jcoetjen",370708213,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"9b7b7128-55cb-450d-b6ac-266698f922a5","Parlamentarier","EU-Parlament","Jutta Paulus","GRÜNE","<U+FEFF>G–EFA","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Pressefoto_JuttaPaulus_2017.jpg","https://de.wikipedia.org/wiki/Jutta_Paulus","weiblich","JuttaPaulusRLP",433766266,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"0e49bda3-c9b2-4ec0-94b3-96d1a8ca0182","Parlamentarier","EU-Parlament","Markus Pieper","CDU","<U+FEFF>EPP","Nordrhein-Westfalen","","https://de.wikipedia.org/wiki/Datei:Dr._Markus_Pieper_MdEP.jpg","https://de.wikipedia.org/wiki/Markus_Pieper_(Politiker)","männlich","markuspieperMEP",2979616235,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"5edcff0d-69a9-42d0-9b2d-f88b6d2b2dfc","Parlamentarier","EU-Parlament","Dennis Radtke","CDU","<U+FEFF>EPP","Nordrhein-Westfalen","","https://de.wikipedia.org/wiki/Datei:Marianne_Thyssen_und_Dennis_Radtke_MdEP..jpg","https://de.wikipedia.org/wiki/Dennis_Radtke","männlich","RadtkeMdEP",922398725183623168,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"3fe98688-d16a-414a-b2b8-3ad648a09405","Parlamentarier","EU-Parlament","Guido Reil","AfD","<U+FEFF>ID","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Guido_Reil.jpg","https://de.wikipedia.org/wiki/Guido_Reil","männlich","GuidoReil",802958013644632064,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"9d177efc-f522-4738-875a-15aa98135717","Parlamentarier","EU-Parlament","Theresa Reintke","GRÜNE","<U+FEFF>G–EFA","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Terry_REINTKE_-_English_part_-_Citizens%E2%80%99_Corner_debate_on_minimum_wage-_Do_we_need_minimum_wages_in_the_EU%3F_(17230480998).jpg","https://de.wikipedia.org/wiki/Theresa_Reintke","weiblich","TerryReintke",560188351,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"5d9cd1d2-c5ef-48d4-8b27-fb4c4013384a","Parlamentarier","EU-Parlament","Manuela Ripa","ÖDP","<U+FEFF>G–EFA","Bundesgebiet","nachgerückt am 15. Juli 2020 für Klaus Buchner","https://de.wikipedia.org/wiki/Datei:Silver_-_replace_this_image_male.svg","https://de.wikipedia.org/wiki/Manuela_Ripa",NA,NA,NA,NA,NA,2021-02-23 20:47:00,"admin",""
"6bf865f8-f813-49f5-bb49-63c83ef70f56","Parlamentarier","EU-Parlament","Martin Schirdewan","LINKE","<U+FEFF>GUE-NGL","Bundesgebiet","Fraktionsvorsitzender","https://de.wikipedia.org/wiki/Datei:Martin_Schirdewan,_Parteitag_Bonn_2019.jpg","https://de.wikipedia.org/wiki/Martin_Schirdewan","männlich","schirdewan",743724264,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"65c159a9-5f84-40ae-9f0c-f293c8fae88d","Parlamentarier","EU-Parlament","Christine Schneider","CDU","<U+FEFF>EPP","Rheinland-Pfalz","","https://de.wikipedia.org/wiki/Datei:Christine_Schneider_2015.jpg","https://de.wikipedia.org/wiki/Christine_Schneider_(Politikerin)","weiblich","ChSchneider",56136971,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"b98025ee-8f60-4516-9526-d41fe33d4f0c","Parlamentarier","EU-Parlament","Helmut Scholz","LINKE","<U+FEFF>GUE-NGL","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Scholz,_Helmut-2539.jpg","https://de.wikipedia.org/wiki/Helmut_Scholz_(Politiker,_1954)","männlich","HelmutScholzMEP",2449051215,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"54893d87-2ced-4fc8-9e86-449f2ecb0b99","Parlamentarier","EU-Parlament","Sven Schulze","CDU","<U+FEFF>EPP","Sachsen-Anhalt","","https://de.wikipedia.org/wiki/Datei:Pressefoto_Sven_Schulze_-_Europaparlament.jpg","https://de.wikipedia.org/wiki/Sven_Schulze","männlich","schulzeeuropa",2339095172,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"c2c99c01-584a-4d5f-9a4f-1754c5eb7275","Parlamentarier","EU-Parlament","Joachim Schuster","SPD","<U+FEFF>S&D","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:2018-12-09_SPD_Europadelegiertenkonferenz_Joachim_Schuster_2877.jpg","https://de.wikipedia.org/wiki/Joachim_Schuster","männlich","Schuster_MdEP",1154675761414070272,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"e4f73a3e-14b9-4ce8-8d37-4d468030199c","Parlamentarier","EU-Parlament","Andreas Schwab","CDU","<U+FEFF>EPP","Baden-Württemberg","","https://de.wikipedia.org/wiki/Datei:Schwab,_Andreas-9524.jpg","https://de.wikipedia.org/wiki/Andreas_Schwab_(Politiker)","männlich","Andreas_Schwab",31099936,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"07ee7831-b0fd-48bc-9826-ba1b9e65b397","Parlamentarier","EU-Parlament","Ralf Seekatz","CDU","<U+FEFF>EPP","Rheinland-Pfalz","","https://de.wikipedia.org/wiki/Datei:2016-11-17_-_Ralf_Seekatz_-_0428.jpg","https://de.wikipedia.org/wiki/Ralf_Seekatz","männlich","",NA,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"b7fac6c6-9d78-4ffb-ab4e-02feb6597a7a","Parlamentarier","EU-Parlament","Nico Semsrott","Parteilos","<U+FEFF>G–EFA","Bundesgebiet","Parteiaustritt aus Die PARTEI am 13. Januar 2021[2]","https://de.wikipedia.org/wiki/Datei:2018_Nico_Semsrott_-_by_2eight_-_DSC9507.jpg","https://de.wikipedia.org/wiki/Nico_Semsrott","männlich","nicosemsrott",225761424,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"2f4bb14f-33c8-4fea-9e9d-6ae16c7e5d0b","Parlamentarier","EU-Parlament","Sven Simon","CDU","<U+FEFF>EPP","Hessen","","https://de.wikipedia.org/wiki/Datei:Silver_-_replace_this_image_male.svg","https://de.wikipedia.org/wiki/Sven_Simon_(Jurist)","männlich","svensimon",19207204,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"9b5f1025-63dc-4791-b0d0-f8a2322273e1","Parlamentarier","EU-Parlament","Birgit Sippel","SPD","<U+FEFF>S&D","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:20140212_Portrait_Birgit_Sippel.JPG","https://de.wikipedia.org/wiki/Birgit_Sippel","weiblich","BirgitSippelMEP",1580316804,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"d273e8eb-17e7-46f8-b6c2-8ada161c717d","Parlamentarier","EU-Parlament","Martin Sonneborn","PARTEI","<U+FEFF>NI","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:2014-07-01-Europaparlament_by_Olaf_Kosinsky_-122.jpg","https://de.wikipedia.org/wiki/Martin_Sonneborn","männlich","MartinSonneborn",20463983,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"6ea000a0-93bb-44ec-bce1-0b5427e21675","Parlamentarier","EU-Parlament","Sabine Verheyen","CDU","<U+FEFF>EPP","Nordrhein-Westfalen","","https://de.wikipedia.org/wiki/Datei:Verheyen,_Sabine-9440.jpg","https://de.wikipedia.org/wiki/Sabine_Verheyen","weiblich","sabineverheyen",2606242467,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"304ae7e5-f679-4a0c-be44-eada33369af4","Parlamentarier","EU-Parlament","Axel Voss","CDU","<U+FEFF>EPP","Nordrhein-Westfalen","","https://de.wikipedia.org/wiki/Datei:2018-07-04_Axel_Voss,_MEP-0456.jpg","https://de.wikipedia.org/wiki/Axel_Voss","männlich","AxelVossMdEP",246295381,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"2b866f05-8c7a-4177-856a-86e1f60fbe0f","Parlamentarier","EU-Parlament","Marion Walsmann","CDU","<U+FEFF>EPP","Thüringen","","https://de.wikipedia.org/wiki/Datei:Marion_Walsmann.jpg","https://de.wikipedia.org/wiki/Marion_Walsmann","weiblich","MarionWalsmann",576234213,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"1f985d98-3f04-49ee-b18d-296dcff9e2f5","Parlamentarier","EU-Parlament","Manfred Weber","CSU","<U+FEFF>EPP","Bayern","Fraktionsvorsitzender","https://de.wikipedia.org/wiki/Datei:2018-04-20_Manfred_Weber_797.JPG","https://de.wikipedia.org/wiki/Manfred_Weber_(Politiker)","männlich","ManfredWeber",20399735,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"3a1c11cf-7f92-4d78-ba1e-acc238ac2371","Parlamentarier","EU-Parlament","Rainer Wieland","CDU","<U+FEFF>EPP","Baden-Württemberg","Stv. Parlamentspräsident","https://de.wikipedia.org/wiki/Datei:Portrait_Rainer_Wieland.JPG","https://de.wikipedia.org/wiki/Rainer_Wieland","männlich","",NA,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"436521b8-d449-4210-a923-d19a9196641b","Parlamentarier","EU-Parlament","Tiemo Wölken","SPD","<U+FEFF>S&D","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Silver_-_replace_this_image_male.svg","https://de.wikipedia.org/wiki/Tiemo_W%C3%B6lken","männlich","woelken",18174975,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
"905eec63-3575-49df-b1f7-03809d3c3b2f","Parlamentarier","EU-Parlament","Bernhard Zimniok","AfD","<U+FEFF>ID","Bundesgebiet","","https://de.wikipedia.org/wiki/Datei:Silver_-_replace_this_image_male.svg","https://de.wikipedia.org/wiki/Bernhard_Zimniok","männlich","",NA,2021-02-23 20:23:58,"grenwi",2021-02-23 20:47:00,"admin",""
